Team,Player,Pitch Type,Pitches,BBE,EV,EV 90,Max EV,HH%,LA,HH LA,SwSpot%,Barrel%,Barrels,BA,xBA,wOBA,xwOBA,GB%,FB%,LD%,Swing%,Z-Swing%,Z-Contact%,Chase%,Whiff%,SD+
Notre Dame,Brady Gumpf,All,159,25,85.7,100.6,106.5,24.0%,16.9°,16.8°,40.0,0.0%,0,0.118,0.193,0.181,0.248,32.0%,28.0%,36.0%,49.1%,65.3%,87.8%,34.5%,21.8%,59
Chapman,Josh Phillips,All,89,13,88.6,105.0,105.2,38.5%,1.6°,18.9°,15.4,0.0%,0,0.136,0.166,0.181,0.189,46.2%,23.1%,23.1%,50.6%,71.4%,83.3%,31.9%,24.4%,126
Nicholls,Aj Cappell,All,120,27,81.9,93.9,97.9,3.7%,20.0°,20.1°,44.4,0.0%,0,0.176,0.22,0.18,0.253,25.9%,25.9%,37.0%,50.0%,65.1%,85.4%,33.3%,21.7%,49
San Francisco,Zack Ramppen,All,117,19,85.0,97.5,100.2,26.3%,20.1°,12.7°,42.1,0.0%,0,0.208,0.224,0.179,0.241,31.6%,42.1%,26.3%,45.3%,68.6%,85.7%,27.3%,26.4%,96
Air Force,Benjamin Niednagel,All,80,10,78.3,97.2,99.2,20.0%,12.4°,34.6°,30.0,0.0%,0,0.105,0.17,0.179,0.231,40.0%,20.0%,30.0%,47.5%,70.7%,62.1%,23.1%,42.1%,122
Bellarmine,Seth Sweet-Chick,All,82,13,86.2,100.5,101.5,23.1%,11.0°,3.1°,23.1,0.0%,0,0.053,0.175,0.178,0.256,53.8%,23.1%,15.4%,54.9%,93.8%,76.7%,30.0%,40.0%,133
Penn,Davis Baker,All,130,27,84.9,100.2,103.6,33.3%,5.5°,11.4°,40.7,0.0%,0,0.171,0.25,0.177,0.277,48.1%,22.2%,29.6%,49.2%,73.0%,78.3%,26.9%,35.9%,77
Presbyterian,Amman Dewberry,All,53,12,88.5,101.8,101.8,41.7%,13.3°,14.2°,33.3,8.3%,1,0.125,0.216,0.176,0.294,58.3%,41.7%,0.0%,43.4%,70.0%,92.9%,27.3%,21.7%,76
Murray State,Dustin Mercer,All,109,13,89.0,101.0,101.1,38.5%,-2.0°,5.1°,23.1,0.0%,0,0.1,0.19,0.176,0.269,53.8%,15.4%,23.1%,45.0%,63.0%,89.7%,31.7%,28.6%,59
Central Arkansas,Preston Curtis,All,87,11,81.1,103.6,104.3,27.3%,16.3°,20.6°,18.2,9.1%,1,0.1,0.163,0.176,0.237,36.4%,36.4%,18.2%,51.7%,79.4%,70.4%,34.0%,44.4%,109
North Alabama,Jonathan Lane,All,77,10,79.8,96.0,96.9,30.0%,2.3°,-3.5°,20.0,0.0%,0,0.118,0.152,0.175,0.224,60.0%,10.0%,20.0%,48.1%,68.4%,84.6%,28.2%,21.6%,78
Northeastern,Alex Lane,All,74,12,72.7,99.7,103.5,16.7%,8.3°,26.8°,25.0,8.3%,1,0.056,0.113,0.175,0.213,41.7%,25.0%,8.3%,41.9%,58.8%,80.0%,27.5%,25.8%,86
Dayton,Aiden Heberlie,All,63,6,84.3,97.8,98.7,33.3%,8.1°,18.8°,50.0,0.0%,0,0.077,0.154,0.175,0.218,33.3%,16.7%,50.0%,39.7%,60.6%,85.0%,16.7%,24.0%,102
Maine,Damon Gaither,All,54,12,90.4,103.1,105.4,33.3%,21.1°,19.8°,16.7,8.3%,1,0.056,0.208,0.175,0.297,41.7%,33.3%,16.7%,55.6%,66.7%,64.3%,48.5%,50.0%,16
Austin Peay,Trevor Conley,All,50,10,74.3,86.9,87.5,10.0%,-6.2°,-14.4°,20.0,0.0%,0,0.2,0.147,0.174,0.143,80.0%,10.0%,10.0%,44.0%,53.8%,92.9%,33.3%,22.7%,2
Arkansas State,Cason Campbell,All,117,18,79.6,97.8,101.3,16.7%,-11.0°,1.3°,11.1,0.0%,0,0.111,0.181,0.174,0.236,77.8%,11.1%,11.1%,41.9%,60.7%,85.3%,24.6%,26.5%,49
Western Carolina,Cole Jones,All,128,21,79.7,98.4,101.8,19.0%,-6.8°,26.3°,23.8,0.0%,0,0.038,0.199,0.174,0.321,76.2%,9.5%,14.3%,43.0%,71.9%,85.4%,19.7%,21.8%,109
Georgetown,Tristan Head,All,39,8,75.3,95.0,97.5,12.5%,-14.8°,20.0°,12.5,0.0%,0,0.167,0.15,0.173,0.147,75.0%,12.5%,12.5%,51.3%,66.7%,78.6%,33.3%,35.0%,37
Akron,Charlie Schebler,All,143,20,79.0,97.8,100.9,25.0%,2.6°,17.6°,30.0,0.0%,0,0.103,0.22,0.173,0.297,60.0%,20.0%,20.0%,40.6%,61.7%,70.3%,25.3%,27.6%,89
Middle Tennessee,Brett Rodgers,All,55,7,89.2,103.0,110.3,28.6%,25.6°,1.8°,14.3,0.0%,0,0.154,0.136,0.173,0.207,42.9%,28.6%,14.3%,41.8%,60.9%,78.6%,28.1%,30.4%,-27
Maine,Evan Baschnagel,All,65,7,88.3,104.9,104.9,42.9%,-12.8°,-1.9°,0.0,0.0%,0,0.143,0.157,0.173,0.19,100.0%,0.0%,0.0%,44.6%,74.1%,75.0%,23.7%,37.9%,134
UAB,Andrew Hunt,All,41,9,84.6,100.8,103.0,33.3%,15.9°,23.1°,33.3,0.0%,0,0.1,0.197,0.172,0.319,33.3%,44.4%,11.1%,39.0%,62.5%,100.0%,24.0%,6.2%,95
Evansville,Drew McConnell,All,171,17,77.2,96.5,101.6,11.8%,16.9°,13.7°,29.4,0.0%,0,0.108,0.129,0.172,0.198,47.1%,35.3%,11.8%,43.9%,59.8%,75.0%,27.4%,36.0%,48
Campbell,Andrew Keller,All,41,9,79.5,98.0,102.0,22.2%,5.1°,1.8°,11.1,0.0%,0,0.091,0.146,0.172,0.196,44.4%,22.2%,11.1%,53.7%,84.2%,75.0%,27.3%,31.8%,102
Arkansas-Pine Bluff,Jesus Riera,All,46,7,84.9,100.2,100.4,28.6%,11.1°,12.8°,57.1,14.3%,1,0.111,0.226,0.172,0.305,28.6%,28.6%,28.6%,50.0%,75.0%,94.4%,22.7%,4.3%,91
Lipscomb,Jacob Tobias,All,117,14,83.7,102.3,106.9,28.6%,13.1°,7.9°,28.6,0.0%,0,0.083,0.155,0.171,0.252,57.1%,35.7%,7.1%,33.3%,46.6%,59.3%,20.3%,41.0%,73
Michigan,Will Rogers,All,50,7,84.0,102.1,106.6,28.6%,-6.8°,-0.7°,28.6,0.0%,0,0.083,0.159,0.171,0.247,71.4%,28.6%,0.0%,44.0%,68.2%,93.3%,25.0%,22.7%,104
Oklahoma State,Drew Culbertson,All,85,12,86.5,95.9,99.6,33.3%,11.4°,-1.5°,33.3,0.0%,0,0.222,0.184,0.171,0.224,50.0%,8.3%,33.3%,45.9%,55.8%,83.3%,35.7%,20.5%,-30
Rutgers,Nick Tomasetto,All,71,9,91.2,95.6,97.4,44.4%,-18.5°,-20.5°,11.1,0.0%,0,0.083,0.147,0.171,0.233,66.7%,11.1%,11.1%,43.7%,61.3%,94.7%,30.0%,12.9%,89
Western Michigan,Mike Maloney,All,62,7,74.2,89.9,91.7,0.0%,13.1°,-,0.0,0.0%,0,0.083,0.111,0.171,0.197,42.9%,42.9%,0.0%,46.8%,74.1%,80.0%,25.7%,31.0%,121
Northwestern,Jacob Hand,All,65,7,88.6,97.8,98.1,42.9%,10.9°,16.6°,71.4,0.0%,0,0.091,0.224,0.171,0.326,42.9%,14.3%,42.9%,43.1%,61.8%,76.2%,22.6%,32.1%,92
UC San Diego,Delshaun Lanier,All,66,8,90.8,102.5,103.4,62.5%,-19.2°,-14.6°,25.0,0.0%,0,0.0,0.266,0.17,0.382,75.0%,12.5%,12.5%,34.8%,53.3%,93.8%,19.4%,8.7%,93
Towson,Josh Janove,All,88,13,92.5,99.1,101.5,23.1%,13.0°,10.3°,46.2,0.0%,0,0.143,0.228,0.17,0.261,23.1%,15.4%,38.5%,52.3%,85.7%,70.0%,30.2%,34.8%,106
Cal Poly,Braxton Thomas,All,92,16,88.1,103.1,104.2,56.2%,2.0°,8.3°,43.8,12.5%,2,0.143,0.291,0.17,0.355,56.2%,12.5%,31.2%,58.7%,79.4%,85.2%,46.6%,31.5%,-7
Miami,Brandon De Goti,All,45,7,79.7,98.9,103.2,14.3%,16.6°,27.2°,14.3,14.3%,1,0.083,0.115,0.17,0.176,42.9%,57.1%,0.0%,40.0%,50.0%,55.6%,33.3%,55.6%,53
Pacific,Braeden Schnabel,All,63,5,95.5,96.6,96.8,40.0%,10.8°,6.8°,20.0,0.0%,0,0.182,0.121,0.169,0.143,40.0%,20.0%,20.0%,49.2%,71.9%,73.9%,25.8%,32.3%,71
Texas State,Cole Tabor,All,55,7,92.1,98.7,100.0,42.9%,9.2°,6.0°,28.6,0.0%,0,0.182,0.239,0.169,0.262,42.9%,14.3%,28.6%,34.5%,51.6%,68.8%,12.5%,36.8%,83
Marist,Aydan McNelly,All,35,10,88.0,91.5,94.9,30.0%,14.4°,-8.6°,10.0,0.0%,0,0.182,0.298,0.169,0.293,60.0%,30.0%,10.0%,48.6%,62.5%,80.0%,36.8%,29.4%,72
Seattle,Tervell Johnson,All,34,8,84.9,96.4,97.5,25.0%,31.6°,13.7°,37.5,0.0%,0,0.2,0.19,0.169,0.204,12.5%,50.0%,25.0%,58.8%,84.6%,72.7%,42.9%,35.0%,123
Oklahoma,Dasan Harris,All,42,6,81.9,99.4,101.8,33.3%,15.1°,5.8°,33.3,0.0%,0,0.182,0.161,0.169,0.157,50.0%,33.3%,16.7%,52.4%,60.9%,85.7%,42.1%,40.9%,21
Virginia,Trey Wells,All,71,16,90.6,101.9,105.9,31.2%,13.5°,11.9°,31.2,12.5%,2,0.176,0.297,0.167,0.386,50.0%,37.5%,12.5%,49.3%,66.7%,90.0%,36.6%,17.1%,36
Radford,Tyler Kehoe,All,133,23,74.2,89.6,92.3,0.0%,12.5°,-,26.1,0.0%,0,0.148,0.216,0.167,0.25,34.8%,34.8%,21.7%,50.4%,78.4%,77.5%,32.9%,28.4%,115
Vanderbilt,RJ Austin,All,272,51,86.5,103.1,106.9,43.1%,7.8°,5.3°,19.6,3.9%,2,0.125,0.249,0.167,0.303,52.9%,25.5%,13.7%,40.1%,58.3%,89.6%,26.8%,18.3%,109
Texas Tech,Kyeler Thompson,All,167,26,83.7,98.2,104.1,26.9%,-7.9°,6.0°,23.1,0.0%,0,0.088,0.197,0.167,0.266,65.4%,15.4%,19.2%,43.7%,71.8%,89.3%,19.1%,19.2%,131
UC Irvine,Rowan Felsch,All,44,5,85.8,91.0,91.4,0.0%,44.9°,-,40.0,0.0%,0,0.111,0.095,0.166,0.164,0.0%,40.0%,20.0%,27.3%,35.0%,71.4%,20.8%,33.3%,92
Rhode Island,Ryan Henschel,All,35,6,65.9,80.8,81.5,0.0%,17.3°,-,16.7,0.0%,0,0.125,0.201,0.166,0.194,50.0%,33.3%,16.7%,45.7%,69.2%,88.9%,31.8%,18.8%,77
Southeast Missouri,Michael Rocha,All,39,5,83.3,100.1,102.6,20.0%,-0.3°,12.0°,60.0,0.0%,0,0.111,0.24,0.166,0.3,40.0%,20.0%,40.0%,30.8%,35.3%,83.3%,27.3%,41.7%,79
UC Riverside,Ethan Bergan,All,25,6,85.2,95.6,97.3,33.3%,15.6°,11.7°,66.7,0.0%,0,0.143,0.265,0.166,0.276,33.3%,16.7%,50.0%,68.0%,91.7%,100.0%,46.2%,11.8%,134
Indiana State,Alex Nevils,All,29,5,88.0,101.2,103.0,40.0%,12.2°,21.5°,40.0,0.0%,0,0.125,0.204,0.166,0.267,40.0%,20.0%,40.0%,51.7%,61.5%,75.0%,43.8%,26.7%,123
Pepperdine,Max Aude,All,35,6,87.7,91.0,91.7,16.7%,-4.7°,-13.8°,16.7,0.0%,0,0.111,0.155,0.166,0.209,50.0%,0.0%,16.7%,40.0%,59.1%,76.9%,7.7%,28.6%,21
Anderson (SC),Shane Thomas,All,28,6,82.2,91.2,91.7,0.0%,34.5°,-,0.0,0.0%,0,0.125,0.204,0.166,0.214,33.3%,66.7%,0.0%,57.1%,83.3%,70.0%,37.5%,31.2%,117
Central Arkansas,Bryce Cermenelli,All,40,7,71.4,96.3,101.1,14.3%,-5.3°,6.8°,0.0,0.0%,0,0.111,0.226,0.166,0.287,57.1%,14.3%,14.3%,52.5%,69.2%,100.0%,44.4%,9.5%,34
Samford,Hayden Perry,All,35,5,69.2,80.1,80.2,0.0%,12.5°,-,20.0,0.0%,0,0.111,0.123,0.166,0.182,40.0%,40.0%,20.0%,51.4%,72.7%,75.0%,41.7%,50.0%,137
Georgia,Cade Brown,All,29,6,85.3,92.8,96.3,16.7%,27.7°,50.5°,33.3,0.0%,0,0.125,0.186,0.166,0.198,16.7%,50.0%,33.3%,65.5%,75.0%,77.8%,58.8%,42.1%,28
Bryant,Ryan Santangelo,All,34,5,91.5,103.0,104.7,60.0%,0.7°,14.7°,40.0,0.0%,0,0.125,0.243,0.166,0.267,60.0%,20.0%,20.0%,70.6%,88.9%,81.2%,50.0%,25.0%,125
TCU,Preston Gamster,All,70,10,80.9,102.2,104.5,20.0%,35.3°,12.5°,30.0,0.0%,0,0.118,0.1,0.166,0.145,10.0%,40.0%,20.0%,51.4%,64.3%,72.2%,42.9%,30.6%,13
Kent State,Hunter Klotz,All,84,8,83.4,97.2,98.3,25.0%,8.9°,31.0°,25.0,0.0%,0,0.062,0.155,0.165,0.255,50.0%,12.5%,37.5%,32.1%,52.8%,78.9%,16.7%,33.3%,90
San Francisco,JT Amaral,All,82,9,87.5,104.9,106.5,22.2%,28.0°,14.4°,55.6,0.0%,0,0.062,0.222,0.165,0.291,11.1%,33.3%,44.4%,45.1%,67.9%,57.9%,33.3%,40.5%,111
SIUE,Ryan Niedzwiedz,All,77,13,89.7,102.7,104.3,53.8%,15.6°,8.6°,38.5,7.7%,1,0.176,0.307,0.164,0.375,38.5%,7.7%,30.8%,46.8%,63.4%,96.2%,27.8%,8.3%,73
Western Michigan,Dylan Nevar,All,73,11,83.2,85.4,89.1,9.1%,7.9°,-16.4°,9.1,0.0%,0,0.176,0.098,0.164,0.097,54.5%,18.2%,0.0%,47.9%,52.9%,83.3%,43.6%,34.3%,-7
Texas A&M-Corpus Christi,Isaac Webb,All,38,5,91.9,92.4,92.4,40.0%,-1.8°,-7.6°,0.0,0.0%,0,0.0,0.16,0.163,0.282,80.0%,20.0%,0.0%,39.5%,75.0%,83.3%,30.0%,46.7%,144
Florida A&M,Ethan Miller,All,37,6,79.9,92.5,97.8,16.7%,21.1°,0.6°,0.0,0.0%,0,0.0,0.18,0.163,0.304,33.3%,50.0%,0.0%,27.0%,50.0%,100.0%,13.0%,10.0%,92
Eastern Illinois,Peyton Wilson,All,37,5,82.7,98.7,101.8,20.0%,5.6°,0.9°,20.0,0.0%,0,0.0,0.224,0.163,0.309,80.0%,20.0%,0.0%,27.0%,33.3%,100.0%,22.7%,20.0%,115
Texas Tech,Davis Rivers,All,95,11,91.3,110.9,111.7,54.5%,9.9°,22.6°,36.4,9.1%,1,0.095,0.21,0.162,0.316,45.5%,18.2%,36.4%,35.8%,52.8%,94.7%,25.4%,29.4%,72
Harvard,Tyler Shulman,All,57,12,77.2,92.7,94.4,0.0%,4.5°,-,25.0,0.0%,0,0.154,0.206,0.162,0.238,58.3%,8.3%,16.7%,40.4%,51.9%,85.7%,30.0%,21.7%,127
The Citadel,Matthew Lively,All,156,22,84.7,97.9,102.6,36.4%,5.3°,6.8°,27.3,4.5%,1,0.143,0.233,0.162,0.262,54.5%,31.8%,13.6%,51.9%,73.0%,87.0%,32.9%,24.7%,79
Sacramento State,Jacob Cortez,All,71,13,78.9,101.2,101.4,15.4%,10.1°,15.0°,38.5,0.0%,0,0.133,0.235,0.162,0.341,38.5%,7.7%,38.5%,46.5%,80.0%,79.2%,22.0%,24.2%,136
Connecticut,Matthew Garbowski,All,62,13,86.6,95.3,96.0,15.4%,10.5°,-0.6°,30.8,0.0%,0,0.133,0.259,0.162,0.295,38.5%,23.1%,23.1%,43.5%,61.5%,100.0%,30.6%,18.5%,121
Pepperdine,Luke Pemberton,All,61,10,84.6,99.8,105.2,10.0%,8.1°,16.1°,40.0,0.0%,0,0.133,0.247,0.162,0.285,40.0%,20.0%,40.0%,47.5%,68.2%,86.7%,35.9%,31.0%,77
Houston,Evan Haeger,All,64,10,81.2,103.5,103.6,30.0%,1.9°,3.6°,10.0,0.0%,0,0.133,0.169,0.162,0.213,60.0%,30.0%,10.0%,51.6%,69.6%,81.2%,41.5%,30.3%,10
Southwestern (TX),Tanner Teffs,All,74,11,83.6,98.5,101.6,18.2%,10.7°,7.0°,36.4,0.0%,0,0.133,0.268,0.162,0.3,45.5%,18.2%,36.4%,37.8%,42.3%,72.7%,35.4%,21.4%,90
Virginia Tech,Hudson Lutterman,All,181,32,83.7,97.8,101.5,18.8%,14.5°,7.2°,25.0,0.0%,0,0.143,0.181,0.161,0.206,43.8%,28.1%,18.8%,53.6%,68.4%,84.6%,42.9%,23.7%,65
Old Dominion,Scotty Young,All,64,8,85.4,103.9,105.0,50.0%,-8.4°,15.5°,50.0,0.0%,0,0.154,0.25,0.161,0.28,62.5%,12.5%,25.0%,48.4%,71.0%,86.4%,27.3%,22.6%,93
Little Rock,Ty Rhoades,All,78,13,81.7,90.5,91.8,15.4%,7.6°,-4.4°,38.5,0.0%,0,0.182,0.209,0.161,0.212,61.5%,23.1%,15.4%,44.9%,61.8%,95.2%,31.8%,25.7%,52
Presbyterian,Rhogue Wallace,All,49,10,79.6,94.4,96.1,20.0%,-4.8°,13.2°,20.0,0.0%,0,0.083,0.167,0.16,0.264,60.0%,30.0%,10.0%,46.9%,72.0%,83.3%,20.8%,26.1%,51
George Mason,Sam Lavin,All,55,10,84.9,99.5,99.8,40.0%,12.0°,20.2°,60.0,10.0%,1,0.077,0.328,0.16,0.457,30.0%,30.0%,40.0%,41.8%,60.7%,64.7%,22.2%,39.1%,98
Bryant,Gavin Greger,All,145,29,76.2,90.2,97.6,6.9%,19.6°,7.3°,27.6,0.0%,0,0.15,0.165,0.159,0.182,44.8%,27.6%,20.7%,52.4%,70.0%,73.8%,40.0%,32.9%,50
Oregon State,Dallas Macias,All,87,16,79.4,96.6,104.1,18.8%,4.7°,-12.2°,37.5,6.2%,1,0.05,0.213,0.159,0.304,50.0%,31.2%,18.8%,46.0%,52.0%,80.8%,37.8%,22.5%,66
UMBC,Danny Wyatt,All,57,8,84.5,102.3,103.0,25.0%,13.8°,22.9°,37.5,12.5%,1,0.083,0.193,0.159,0.309,37.5%,50.0%,12.5%,43.9%,65.0%,84.6%,32.4%,28.0%,124
Minnesota,Jake Elbeery,All,68,12,83.0,99.2,104.0,16.7%,21.4°,12.7°,25.0,0.0%,0,0.111,0.193,0.157,0.235,25.0%,41.7%,33.3%,48.5%,64.7%,77.3%,32.4%,36.4%,57
Indiana,Jasen Oliver,All,79,15,93.6,103.5,104.3,53.3%,11.8°,8.4°,26.7,0.0%,0,0.062,0.294,0.157,0.396,40.0%,33.3%,26.7%,31.6%,60.6%,85.0%,10.9%,16.0%,141
Minnesota,Kristofer Hokenson,All,57,9,94.6,102.6,102.6,55.6%,29.0°,20.7°,33.3,0.0%,0,0.0,0.322,0.157,0.455,22.2%,44.4%,22.2%,35.1%,60.7%,88.2%,10.3%,10.0%,122
Butler,Logan Crock,All,85,6,84.1,92.1,93.5,0.0%,11.2°,-,50.0,0.0%,0,0.071,0.141,0.157,0.268,50.0%,33.3%,16.7%,42.4%,67.4%,71.0%,12.8%,33.3%,107
Seattle,Tyler Peterson,All,124,16,80.3,93.6,97.5,6.2%,10.5°,5.8°,50.0,0.0%,0,0.111,0.177,0.156,0.241,37.5%,31.2%,31.2%,42.7%,69.4%,79.1%,16.1%,28.3%,126
Central Connecticut,Gianno Merlonghi,All,29,5,96.4,97.4,97.8,60.0%,-0.3°,-2.7°,20.0,0.0%,0,0.167,0.405,0.155,0.398,80.0%,0.0%,20.0%,55.2%,78.6%,90.9%,33.3%,6.2%,105
Mount St. Mary's,Evan Meier,All,49,9,81.5,95.5,99.6,11.1%,-7.8°,5.8°,33.3,0.0%,0,0.167,0.282,0.155,0.285,55.6%,11.1%,33.3%,51.0%,70.8%,82.4%,32.0%,16.0%,81
Lafayette,Bode Grieve,All,143,26,82.5,101.1,111.0,34.6%,17.9°,16.1°,30.8,0.0%,0,0.091,0.228,0.155,0.296,38.5%,34.6%,23.1%,42.7%,66.2%,90.7%,23.1%,11.5%,109
Embry-Riddle (AZ),Connor Rosinski,All,28,6,79.3,88.0,88.0,16.7%,-24.6°,-,16.7,0.0%,0,0.167,0.31,0.155,0.304,66.7%,0.0%,16.7%,57.1%,90.9%,100.0%,35.3%,12.5%,192
CSU Bakersfield,Elgin Bennett,All,69,9,77.5,99.4,104.9,22.2%,27.1°,33.8°,33.3,0.0%,0,0.176,0.129,0.155,0.133,33.3%,44.4%,22.2%,43.5%,60.7%,94.1%,31.7%,33.3%,88
Concordia Texas,Aaron Gomez,All,25,5,74.3,78.0,78.8,0.0%,-1.7°,-,0.0,0.0%,0,0.167,0.198,0.155,0.193,80.0%,20.0%,0.0%,44.0%,66.7%,100.0%,31.2%,0.0%,52
Newberry,Jesse Free,All,31,5,87.3,95.4,96.7,20.0%,-0.7°,3.3°,20.0,0.0%,0,0.167,0.442,0.155,0.437,80.0%,0.0%,20.0%,41.9%,57.1%,100.0%,29.4%,7.7%,80
California,Seth Gwynn,All,165,31,81.9,99.1,102.4,29.0%,28.2°,24.1°,19.4,0.0%,0,0.081,0.133,0.154,0.222,29.0%,51.6%,6.5%,44.8%,64.0%,87.5%,28.9%,23.0%,62
South Alabama,Ty Brooks,All,79,16,87.1,98.0,100.4,31.2%,10.2°,8.4°,18.8,6.2%,1,0.158,0.28,0.153,0.3,50.0%,25.0%,12.5%,39.2%,57.5%,82.6%,20.5%,22.6%,96
Liberty,Michael Robertson,All,194,25,83.8,97.1,99.0,16.0%,18.8°,2.1°,36.0,0.0%,0,0.095,0.165,0.153,0.245,32.0%,32.0%,28.0%,34.0%,51.1%,87.0%,19.2%,30.3%,81
Gonzaga,Luca DiPaolo,All,83,11,89.9,104.0,105.7,27.3%,17.9°,7.6°,54.5,0.0%,0,0.143,0.225,0.153,0.257,18.2%,18.2%,54.5%,60.2%,73.0%,77.8%,50.0%,42.0%,57
Yale,Hayden Sobecki,All,68,20,78.3,92.8,95.2,10.0%,24.7°,13.8°,10.0,0.0%,0,0.143,0.21,0.153,0.244,35.0%,40.0%,10.0%,47.1%,68.8%,86.4%,27.8%,9.4%,57
UNC Greensboro,Branton Jernigan,All,96,8,86.9,98.7,100.7,50.0%,26.8°,23.3°,25.0,0.0%,0,0.125,0.192,0.152,0.272,25.0%,37.5%,37.5%,50.0%,71.8%,85.7%,35.1%,35.4%,91
Oakland,Boston Halloran,All,51,13,81.7,96.6,96.7,23.1%,-9.3°,-5.4°,23.1,0.0%,0,0.125,0.191,0.152,0.251,61.5%,23.1%,15.4%,51.0%,66.7%,83.3%,33.3%,26.9%,56
Portland,Brady Bean,All,60,13,74.0,90.8,92.5,7.7%,-26.3°,-9.0°,7.7,0.0%,0,0.125,0.156,0.152,0.189,84.6%,7.7%,7.7%,41.7%,60.0%,88.9%,23.3%,24.0%,106
Nebraska,Max Buettenback,All,132,22,85.7,101.6,108.0,31.8%,15.7°,10.9°,18.2,0.0%,0,0.129,0.189,0.152,0.235,40.9%,22.7%,22.7%,43.2%,60.7%,85.3%,30.3%,22.8%,69
Gonzaga,Samuel Stem,All,74,16,84.0,98.8,99.8,25.0%,7.6°,19.2°,6.2,0.0%,0,0.1,0.245,0.151,0.308,56.2%,31.2%,6.2%,51.4%,66.7%,83.3%,42.6%,28.9%,36
UTSA,Whitt Joyce,All,41,8,80.6,95.2,96.1,12.5%,9.1°,40.1°,0.0,0.0%,0,0.1,0.152,0.151,0.218,50.0%,37.5%,12.5%,46.3%,84.2%,81.2%,13.6%,26.3%,147
Lincoln Memorial,Sam Mast,All,46,7,81.2,93.4,94.1,0.0%,18.8°,-,14.3,0.0%,0,0.1,0.105,0.151,0.169,42.9%,28.6%,14.3%,47.8%,73.7%,64.3%,29.6%,31.8%,133
Central Michigan,Jake Kutella,All,48,8,77.1,95.0,97.9,12.5%,-4.7°,7.2°,25.0,0.0%,0,0.1,0.279,0.151,0.315,50.0%,12.5%,37.5%,45.8%,60.0%,80.0%,30.4%,22.7%,36
UNC Wilmington,Brady Thompson,All,48,5,82.4,92.9,98.4,20.0%,44.3°,14.0°,20.0,0.0%,0,0.111,0.116,0.151,0.182,0.0%,60.0%,20.0%,39.6%,52.4%,90.9%,29.6%,36.8%,66
Houston Christian,Luke Bard,All,52,6,80.4,88.7,89.4,0.0%,13.2°,-,0.0,0.0%,0,0.1,0.052,0.151,0.113,50.0%,50.0%,0.0%,32.7%,58.3%,85.7%,10.7%,17.6%,127
Oakland,Aidan Orr,All,94,12,82.6,96.7,96.8,33.3%,-7.4°,12.2°,8.3,0.0%,0,0.105,0.144,0.151,0.199,83.3%,8.3%,8.3%,34.0%,50.0%,84.2%,23.2%,40.6%,82
Saint Joseph's,Colin Myers,All,42,5,87.5,95.5,99.3,20.0%,27.1°,13.3°,40.0,0.0%,0,0.1,0.176,0.151,0.235,20.0%,40.0%,40.0%,28.6%,50.0%,75.0%,15.4%,33.3%,136
Pacific,Diego Davis,All,41,7,70.2,78.3,80.6,0.0%,-3.4°,-,14.3,0.0%,0,0.125,0.159,0.151,0.212,57.1%,42.9%,0.0%,43.9%,70.6%,75.0%,25.0%,16.7%,111
NJIT,Jaden Caballero,All,37,7,77.4,85.3,86.6,0.0%,18.4°,-,0.0,0.0%,0,0.125,0.108,0.151,0.24,28.6%,71.4%,0.0%,43.2%,50.0%,87.5%,38.1%,6.2%,102
UNC Asheville,Patrick Gillen,All,47,5,84.4,89.4,90.1,0.0%,29.1°,-,20.0,0.0%,0,0.1,0.125,0.151,0.182,20.0%,40.0%,20.0%,29.8%,55.0%,81.8%,11.1%,28.6%,87
Rice,Jacob Devenny,All,60,12,80.9,98.8,100.3,33.3%,8.3°,1.6°,8.3,0.0%,0,0.143,0.252,0.15,0.246,50.0%,33.3%,16.7%,53.3%,70.0%,81.0%,36.7%,18.8%,47
Northern Kentucky,Sam Bond,All,60,12,84.3,102.4,103.2,33.3%,2.8°,15.8°,50.0,0.0%,0,0.143,0.313,0.15,0.324,41.7%,8.3%,50.0%,36.7%,55.6%,86.7%,21.2%,9.1%,122
New Mexico State,Camden Kaufman,All,95,22,85.8,102.1,105.1,31.8%,14.8°,17.0°,45.5,0.0%,0,0.115,0.222,0.149,0.289,31.8%,36.4%,31.8%,54.7%,78.6%,84.8%,35.8%,30.8%,83
Army,Coleson Titus,All,136,23,83.8,97.2,99.9,21.7%,9.2°,1.4°,17.4,0.0%,0,0.083,0.205,0.149,0.268,43.5%,30.4%,26.1%,39.7%,64.3%,88.9%,28.7%,22.2%,111
North Carolina,Macaddin Dye,All,108,12,93.7,102.5,109.4,41.7%,22.2°,10.2°,25.0,0.0%,0,0.091,0.182,0.148,0.228,41.7%,33.3%,25.0%,49.1%,68.9%,74.2%,34.9%,26.4%,46
Nebraska,Rhett Stokes,All,80,13,79.6,93.8,107.3,7.7%,16.4°,13.2°,53.8,0.0%,0,0.136,0.191,0.147,0.254,38.5%,15.4%,38.5%,53.8%,58.1%,77.8%,51.0%,32.6%,23
Southern Wesleyan,Samuel Simonds,All,29,7,82.6,86.7,88.5,0.0%,38.3°,-,42.9,0.0%,0,0.111,0.127,0.147,0.139,0.0%,57.1%,28.6%,51.7%,80.0%,62.5%,36.8%,33.3%,114
